video_path,label,category
aiEngine/dataset/raw\NonViolence\NV_328.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_438.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_803.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_779.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_455.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_743.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_741.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_224.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_393.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_231.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_205.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_958.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_882.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_773.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_147.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_464.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_63.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_223.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_49.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_121.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_992.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_626.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_914.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_496.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_332.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_384.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_126.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_547.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_493.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_188.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_742.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_693.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_952.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_755.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_654.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_394.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_378.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_780.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_385.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_843.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_922.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_5.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_426.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_243.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_92.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_617.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_327.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_395.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_88.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_316.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_536.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_816.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_860.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_120.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_760.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_8.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_975.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_691.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_844.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_587.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_237.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_533.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_905.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_398.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_428.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_799.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_579.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_459.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_913.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_699.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_669.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_288.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_751.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_535.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_156.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_138.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_175.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_296.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_473.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_222.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_329.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_276.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_333.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_529.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_25.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_662.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_917.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_808.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_976.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_568.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_674.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_683.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_913.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_450.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_220.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_909.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_582.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_297.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_465.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_459.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_845.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_362.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_896.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_816.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_373.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_316.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_570.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_644.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_657.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_119.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_407.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_891.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_663.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_647.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_979.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_204.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_52.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_632.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_43.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_210.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_510.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_472.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_375.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_790.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_279.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_196.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_573.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_3.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_852.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_377.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_172.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_202.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_396.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_182.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_759.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_973.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_77.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_851.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_821.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_178.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_162.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_689.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_29.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_416.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_237.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_211.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_792.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_230.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_200.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_101.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_334.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_356.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_999.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_679.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_892.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_672.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_346.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_171.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_191.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_793.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_767.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_116.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_983.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_705.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_114.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_360.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_993.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_165.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_381.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_285.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_995.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_486.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_155.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_468.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_447.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_866.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_999.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_471.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_246.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_827.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_931.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_671.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_262.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_796.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_648.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_892.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_115.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_601.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_718.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_628.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_776.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_168.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_865.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_670.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_297.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_751.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_872.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_245.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_513.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_994.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_236.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_509.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_526.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_282.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_386.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_702.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_481.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_988.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_113.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_674.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_311.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_135.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_273.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_369.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_57.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_357.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_195.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_862.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_363.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_143.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_413.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_620.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_277.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_960.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_715.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_809.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_875.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_386.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_602.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_40.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_505.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_889.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_827.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_501.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_123.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_898.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_611.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_758.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_453.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_353.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_680.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_735.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_330.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_132.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_539.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_333.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_510.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_367.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_185.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_984.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_991.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_70.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_449.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_410.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_719.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_947.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_868.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_808.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_774.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_87.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_985.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_461.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_54.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_235.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_323.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_127.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_640.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_887.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_715.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_406.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_144.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_164.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_503.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_997.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_620.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_269.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_277.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_868.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_657.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_154.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_737.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_658.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_750.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_483.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_700.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_820.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_117.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_965.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_984.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_603.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_1000.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_621.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_780.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_458.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_517.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_466.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_470.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_619.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_79.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_901.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_939.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_377.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_957.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_811.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_260.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_423.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_496.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_400.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_703.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_756.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_446.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_987.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_26.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_586.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_733.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_902.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_238.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_837.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_884.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_67.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_817.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_218.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_850.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_784.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_349.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_454.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_516.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_468.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_326.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_949.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_698.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_182.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_137.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_294.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_452.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_221.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_609.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_139.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_742.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_615.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_664.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_379.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_994.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_855.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_654.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_601.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_861.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_825.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_148.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_909.avi,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_399.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_205.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_59.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_209.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_6.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_264.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_804.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_212.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_62.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_980.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_440.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_598.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_801.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_571.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_841.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_105.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_988.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_541.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_102.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_498.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_301.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_710.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_409.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_639.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_181.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_971.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_271.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_398.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_528.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_234.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_523.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_288.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_507.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_38.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_687.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_852.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_236.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_543.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_659.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_985.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_506.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_566.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_502.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_447.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_936.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_439.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_328.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_408.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_112.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_689.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_863.avi,0,NonViolence
aiEngine/dataset/raw\Violence\V_902.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_139.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_217.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_926.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_506.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_141.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_135.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_56.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_50.mp4,0,NonViolence
aiEngine/dataset/raw\NonViolence\NV_629.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_500.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_849.mp4,0,NonViolence
aiEngine/dataset/raw\Violence\V_905.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_562.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_982.mp4,1,Violence
aiEngine/dataset/raw\Violence\V_378.mp4,1,Violence
aiEngine/dataset/raw\NonViolence\NV_977.mp4,0,NonViolence
